# Statistiques résumées des distributions par grandeur et par pas
step,name,n,mean,std,min,q10,q25,median,q75,q90,q99,max
260,actif_total,159,2111.2116,1825.2186,258.3565,1393.9372,1583.9797,1683.7483,1749.304,1854.6292,9631.1742,10375.6486
260,ratio_L_P,159,0.0884,0.0141,0.0223,0.0725,0.0883,0.0925,0.0958,0.0976,0.1,0.1136
260,taux_interne,159,0.013,0.0023,0.0097,0.0121,0.0125,0.0127,0.0131,0.0139,0.0209,0.0315
260,levier_entite,159,0.8746,0.159,0.2509,0.9118,0.915,0.9164,0.9211,0.9249,0.9698,0.9872
270,passif_total,166,1599.8543,375.3806,352.2976,1348.1465,1527.5319,1578.274,1674.6481,1753.519,2672.2596,2691.9131
270,actif_liquide,166,151.504,51.8364,11.9913,117.4341,142.2007,148.8865,152.0268,164.4029,366.2943,391.504
270,actif_total,166,2188.3404,1962.1229,359.2889,1460.5806,1661.6246,1724.3458,1819.8219,1898.0179,10453.0307,11341.3946
270,ratio_L_P,166,0.0933,0.0113,0.034,0.0866,0.0882,0.0933,0.0955,0.0988,0.1362,0.1468
270,taux_interne,166,0.0128,0.0021,0.0096,0.0119,0.0122,0.0126,0.0128,0.0136,0.022,0.0266
270,levier_entite,166,0.8738,0.1614,0.2352,0.9121,0.9155,0.9172,0.9214,0.9228,0.9351,0.9805
280,passif_total,173,1653.2253,384.4784,401.802,1189.0195,1581.0026,1626.7115,1724.2983,1824.9569,2787.9738,2866.6788
280,actif_liquide,173,153.4787,49.1565,11.9913,108.5084,146.3112,152.7618,155.5414,163.1578,381.9057,426.9415
280,actif_total,173,2268.3403,2101.3009,408.7933,1290.0695,1723.6603,1774.4361,1883.126,1977.562,11315.2697,12367.3641
280,ratio_L_P,173,0.0917,0.0108,0.0298,0.0852,0.0876,0.092,0.0949,0.097,0.1367,0.1489
280,taux_interne,173,0.0126,0.0018,0.0093,0.0117,0.012,0.0124,0.0126,0.0145,0.0191,0.0249
280,levier_entite,173,0.8757,0.1606,0.2187,0.9125,0.9159,0.9176,0.922,0.9232,0.9417,0.9829
290,passif_total,176,1740.0007,367.2891,1071.958,1329.0281,1626.5695,1671.5852,1783.0274,1939.4692,2980.7186,3069.1731
290,actif_liquide,176,164.1294,60.2557,67.5869,117.443,151.6619,156.2007,159.1502,169.3022,422.0912,468.1663
290,actif_total,176,2393.4505,2256.4264,1163.58,1441.4711,1776.4385,1820.9573,1933.3772,2094.3798,12264.3152,13460.2898
290,ratio_L_P,176,0.0928,0.0121,0.05,0.0856,0.0873,0.0915,0.0944,0.098,0.143,0.1525
290,taux_interne,176,0.0121,0.0011,0.009,0.0114,0.0118,0.0122,0.0124,0.0137,0.0151,0.0153
290,levier_entite,176,0.8762,0.16,0.2152,0.9129,0.9163,0.9185,0.9222,0.9237,0.9302,0.9527
300,passif_total,179,1824.104,412.2833,1267.9319,1480.6887,1657.7004,1710.8699,1841.6125,2019.9015,3305.0255,3363.8859
300,actif_liquide,179,170.963,65.0033,82.6409,129.6303,155.3965,159.1666,162.9853,174.6447,454.573,485.0717
