pas,nb_entites_vivantes,nb_faillites,actifs_detruits,creances_annulees,volume_prets_actifs,nb_prets_actifs,actif_total_systeme,passif_total_systeme,liquidite_totale
1886,122,0,0.0,0.0,109013.381,293,224804.4129,110848.6986,5552.3333
1887,122,0,0.0,0.0,110102.4212,296,226041.3536,111006.0842,5542.8482
1888,123,0,0.0,0.0,111203.7356,299,227301.7221,111174.2572,5538.7294
1889,122,1,633.0261,2505.2323,109812.306,297,225436.0167,110708.3137,5525.3971
1890,121,1,332.0638,1751.172,109164.1327,296,224607.6283,110539.2137,5509.282
1891,121,0,0.0,0.0,110263.3966,299,225848.5092,110695.3496,5494.763
1892,121,1,306.5744,1703.1487,109672.2234,299,225102.3959,110553.7949,5481.3776
1893,122,0,0.0,0.0,110152.0143,300,225737.6482,110276.7756,5918.8583
1894,122,0,0.0,0.0,110871.2706,301,226608.2922,110298.3265,6048.6951
1895,122,0,0.0,0.0,111607.7946,302,227492.6379,110369.3935,6125.4498
1896,121,1,314.8277,1858.074,110410.6838,300,226125.0811,110093.0865,6226.3108
1897,120,1,336.5129,1785.9214,109939.6324,300,225448.7632,110284.9731,5824.1577
1898,120,0,0.0,0.0,110666.6589,301,226298.3146,110274.512,5957.1437
1899,120,0,0.0,0.0,111393.6839,302,227143.3896,110302.8228,6046.8828
1900,120,0,0.0,0.0,112185.3662,303,228048.664,110401.3836,6061.9142
1901,120,1,418.524,1993.935,111555.9203,300,227122.0812,110491.6341,5674.5267
1902,121,0,0.0,0.0,112973.7911,303,228668.6275,110922.3801,5377.4563
1903,124,0,0.0,0.0,114288.0743,308,230149.3607,111203.8852,5277.4011
1904,124,0,0.0,0.0,115449.4735,311,231479.7593,111328.5232,5321.7626
1905,123,1,509.8619,2205.687,113925.3234,308,229615.8735,110617.822,5687.7281
1906,124,0,0.0,0.0,114746.266,309,230608.1352,110645.1367,5836.7325
1907,124,0,0.0,0.0,115553.0855,310,231584.4977,110701.2652,5950.147
1908,124,0,0.0,0.0,116379.4854,311,232575.3003,110802.4034,6013.4115
1909,123,1,561.8437,2350.1778,114857.3847,308,230650.3814,110357.4312,6050.5655
1910,122,1,375.4267,1902.9381,113794.8586,305,229359.7416,110124.5523,6050.3307
1911,124,0,0.0,0.0,115616.17,308,231339.6176,110972.3333,5371.1143
1912,125,0,0.0,0.0,116793.7367,311,232694.4461,111148.7438,5376.9657
1913,127,1,328.8768,1766.9913,116306.8337,312,232092.9903,111086.9223,5334.2343
1914,126,2,710.8547,3668.7469,113824.3675,309,229118.8762,110557.6396,5366.8691
1915,128,0,0.0,0.0,114989.3266,312,230513.2536,110753.5168,5410.4102
1916,127,2,818.473,3930.474,112236.3628,307,227183.8832,110147.2736,5435.2468
1917,129,0,0.0,0.0,113390.014,310,228588.1726,110370.8372,5472.3213
1918,130,1,327.8594,1776.0908,112780.1628,310,227925.3488,110289.0334,5506.1526
1919,130,0,0.0,0.0,113942.9243,313,229354.8324,110532.4092,5529.499
1920,130,1,358.463,1840.4814,112285.2371,309,227615.6166,109740.9738,6239.4058
1921,131,0,0.0,0.0,113099.644,310,228698.9032,109977.6338,6276.6254
1922,133,0,0.0,0.0,115046.4294,314,230934.9205,111024.3655,5529.1256
1923,132,1,433.583,2044.3347,114188.7648,313,229941.3119,110851.8941,5560.6531
1924,132,0,0.0,0.0,115369.2738,316,231409.328,111118.6687,5581.3855
1925,134,0,0.0,0.0,115881.2007,317,232229.4456,110934.2583,6083.9866
1926,134,0,0.0,0.0,116398.5704,318,233038.4511,110893.5544,6416.3264
1927,134,0,0.0,0.0,118372.5259,322,235306.1551,111973.6511,5629.9781
1928,134,0,0.0,0.0,118882.216,323,236110.9018,111770.5679,6128.118
1929,133,1,521.2419,2224.3042,117172.9306,320,234166.9197,111200.9065,6458.0825
1930,133,0,0.0,0.0,119191.5868,324,236456.5114,112311.4172,5618.5074
1931,132,1,441.4545,2040.9193,118382.3543,323,235477.9693,112154.6122,5601.0028
1932,132,0,0.0,0.0,118913.9149,324,236271.0023,111944.0603,6073.0271
1933,133,0,0.0,0.0,119450.9564,325,237073.2268,111889.4871,6397.7833
1934,132,1,411.2258,1922.8986,119548.1837,326,237017.8692,112553.2937,5576.3918
1935,130,4,1602.5219,7457.2963,112598.3734,310,228741.3417,110721.1559,6071.8124
1936,129,1,423.3216,1915.4103,112443.2319,308,228391.9306,111108.6049,5485.0938
1937,129,0,0.0,0.0,112909.1031,309,229091.6193,110830.6524,5996.8638
1938,128,1,399.5754,1941.632,112309.8726,307,228319.6608,110923.604,5726.1841
1939,130,0,0.0,0.0,112826.4683,308,229077.0913,110769.371,6131.252
1940,132,0,0.0,0.0,113615.2978,309,230115.839,110933.3959,6227.1453
1941,132,1,334.2872,1723.2828,113720.1458,308,230136.0552,111510.7876,5565.1218
1942,132,0,0.0,0.0,114240.4459,309,230922.6143,111296.5453,6045.6231
1943,131,1,358.095,1764.4446,113277.5328,305,229860.3174,111067.1497,6170.635
1944,131,0,0.0,0.0,114632.9862,307,231460.5511,111621.9365,5860.6284
1945,130,1,406.1151,1869.532,114209.4505,306,230873.739,111728.2277,5586.0608
1946,131,2,840.1581,3845.0687,111647.299,302,227742.1576,111225.2265,5524.6321
1947,130,1,403.563,1849.9463,110957.1904,301,226904.2822,111045.6995,5551.3923
1948,132,1,481.9035,2021.3836,110089.5815,299,225838.8583,110818.4993,5590.7775
1949,131,1,346.7197,1781.5208,109453.7152,297,225130.7522,110719.6071,5612.4299
1950,131,0,0.0,0.0,110594.6402,300,226539.5461,110970.9874,5628.9185
1951,131,0,0.0,0.0,111101.5254,301,227311.844,110777.4707,6087.8479
1952,131,0,0.0,0.0,111890.705,302,228358.6205,110920.958,6201.9575
1953,131,1,557.5252,2164.1154,110584.4349,297,226757.8494,110592.8274,6235.5872
1954,133,1,484.0912,2057.4742,110255.0389,296,226233.6772,110981.6786,5661.9597
1955,135,0,0.0,0.0,111584.5188,301,227874.507,111397.6571,5567.3311
1956,134,1,420.3937,1854.4205,110404.7537,300,226586.8668,110888.0946,5964.0184
1957,135,1,448.8686,2040.0003,109844.1267,298,225899.3399,111055.9629,5674.2503
1958,134,1,310.34,1660.2653,109329.9862,298,225391.4645,111026.8231,5704.6552
1959,135,0,0.0,0.0,110472.5372,301,226850.7201,111320.5235,5732.6595
1960,133,3,1242.5439,5546.8144,105585.0949,290,221046.8652,110037.6591,6089.1112
1961,133,1,320.3586,1650.1316,105377.5181,289,220828.4717,110354.5384,5761.4151
1962,134,0,0.0,0.0,105849.8095,290,221615.6393,110209.5495,6226.2804
1963,135,0,0.0,0.0,106619.5327,291,222704.8318,110416.7501,6343.5491
1964,136,0,0.0,0.0,108259.1888,294,224671.34,111266.0529,5826.0982
1965,135,1,397.7293,1813.527,107581.7869,293,223925.4613,111187.5036,5831.1708
1966,134,1,446.1488,2003.8673,106708.0099,292,222923.1189,111056.1094,5828.9996
1967,134,0,0.0,0.0,107830.9745,295,224352.6213,111364.7375,5826.9092
1968,134,0,0.0,0.0,108966.1929,298,225790.8451,111673.7753,5820.8768
1969,133,1,453.7523,2015.329,108098.5431,297,224768.6644,111528.3118,5806.8095
1970,132,1,345.1082,1693.9816,106882.5805,294,223495.6329,111017.8624,6255.19
1971,132,0,0.0,0.0,107676.6995,295,224561.403,111214.2829,6330.4207
1972,134,1,499.6351,2036.412,106928.1084,291,223614.0272,111298.5427,6057.376
1973,133,1,593.9895,2289.4399,106023.2377,290,222400.5559,111253.3693,5788.9489
1974,131,2,785.4904,3575.3561,103085.278,282,218965.3213,110414.3125,6120.7308
1975,131,0,0.0,0.0,104040.041,284,220186.3972,110693.8142,6107.542
1976,129,2,1053.1007,4246.8174,100571.8003,276,215926.3521,109785.3543,6214.1974
1977,130,0,0.0,0.0,102070.3827,279,217678.3691,110487.7041,5770.2822
1978,130,1,293.7323,1554.136,101599.9506,277,217182.0244,110461.9843,5770.0894
1979,130,0,0.0,0.0,102680.1614,280,218520.2594,110720.5143,5769.5836
1980,131,0,0.0,0.0,103772.2835,283,219880.0394,110989.6914,5773.0644
1981,130,1,565.1246,2183.6164,102082.7143,280,217891.1722,110265.0234,6193.4345
1982,130,1,423.7827,1846.3321,101735.879,280,217384.8674,110530.7799,5768.2084
1983,129,1,402.2532,1791.2651,101029.2175,279,216534.5619,110388.1912,5762.1532
1984,128,1,381.5091,1745.775,100361.9235,279,215733.5425,110259.7694,5751.8497
1985,127,2,675.1904,3159.9187,98115.1805,273,213060.6636,109726.622,5853.8612
1986,128,0,0.0,0.0,99274.32,276,214461.9594,110080.9008,5746.7386
1987,127,1,321.4958,1537.2692,98801.4554,277,213909.889,110002.7177,5740.7159
1988,128,0,0.0,0.0,99861.9622,280,215214.8576,110248.9037,5743.9916
1989,128,0,0.0,0.0,100771.9313,282,216367.6327,110380.1345,5855.5669
1990,127,2,744.5134,3421.4278,98543.6494,276,213646.3662,110002.9797,5734.7372
1991,127,1,436.61,1872.1964,97578.3201,274,212491.2886,109703.3559,5844.6126
1992,127,0,0.0,0.0,98281.9818,276,213432.3837,109730.0974,6055.3045
1993,127,0,0.0,0.0,98918.83,277,214302.5573,109771.4831,6247.2442
1994,126,1,539.8516,2013.9977,98467.099,278,213538.1385,109975.0827,5725.9568
1995,127,0,0.0,0.0,99531.1703,281,214834.9509,110216.2953,5722.4853
1996,128,0,0.0,0.0,100607.6523,284,216154.747,110463.3653,5723.7293
1997,128,0,0.0,0.0,101696.7694,287,217486.612,110709.3998,5720.4428
1998,127,1,418.1682,1705.9324,100925.4828,286,216537.7791,110422.1918,5825.1045
1999,127,0,0.0,0.0,102132.8508,289,217973.7255,110777.9232,5697.9515
2000,127,0,0.0,0.0,103070.8729,291,219138.094,110898.8267,5803.3944
2001,128,0,0.0,0.0,104306.0558,294,220607.4026,111264.1704,5677.1764
2002,127,1,316.975,1542.2944,103515.4227,293,219731.3953,110922.8139,5928.1587
2003,127,0,0.0,0.0,104319.1876,295,220755.2127,111013.8685,6057.1566
2004,127,0,0.0,0.0,105608.003,298,222259.736,111479.9424,5806.7906
2005,128,0,0.0,0.0,106458.3362,300,223336.0932,111562.2763,5955.4807
2006,128,0,0.0,0.0,107951.6215,304,225052.4541,112131.7751,5609.0576
2007,128,0,0.0,0.0,108453.5717,305,225777.6337,111891.499,6072.563
2008,127,1,349.25,1592.9626,107697.1765,301,224887.976,111678.0253,6147.7742
2009,127,0,0.0,0.0,109048.1045,304,226442.2149,112197.0969,5832.0135
2010,127,0,0.0,0.0,110488.992,307,228084.9758,112673.0802,5557.9037
2011,128,0,0.0,0.0,111011.9856,308,228820.7982,112422.5958,6026.2168
2012,128,0,0.0,0.0,111869.983,310,229886.4668,112545.9259,6110.5579
2013,128,0,0.0,0.0,113647.2358,314,231866.3754,113333.9425,5525.1972
2014,129,0,0.0,0.0,114890.8907,317,233326.019,113565.2839,5514.8444
2015,129,0,0.0,0.0,116148.9905,320,234799.1542,113793.5918,5501.5719
2016,128,1,318.2793,1561.0091,115320.5279,319,233864.1896,113325.8195,5857.8422
2017,129,0,0.0,0.0,116216.6779,320,234970.6253,113412.1607,5986.7867
2018,129,0,0.0,0.0,117682.7754,323,236644.6032,113928.7187,5678.109
2019,128,1,422.3528,1817.4601,117362.1705,322,236107.4435,113939.8124,5445.4606
2020,127,1,305.0961,1453.3077,116469.4228,320,235105.8295,113340.1869,5931.2198
2021,127,0,0.0,0.0,117373.0677,322,236190.2464,113439.527,6012.6517
2022,126,1,389.4015,1702.9133,116619.7852,320,235223.5484,113202.0976,6031.6655
2023,126,0,0.0,0.0,118526.52,324,237293.9397,114031.3946,5366.0251
2024,127,0,0.0,0.0,119063.6912,325,238008.0768,113693.8824,5885.5032
2025,127,0,0.0,0.0,120040.8524,327,239157.1806,113820.8925,5930.4357
2026,124,3,1222.0388,5357.1611,115979.7138,319,234041.2452,112957.2974,5724.234
2027,124,0,0.0,0.0,116952.3999,321,235156.6698,113039.1861,5785.0838
2028,125,0,0.0,0.0,118409.81,323,236764.7446,113484.2948,5495.6398
2029,125,0,0.0,0.0,119529.5544,325,238036.9349,113592.4964,5539.884
2030,126,1,328.525,1574.4061,119527.9945,324,237879.7646,113716.0328,5265.7373
2031,126,0,0.0,0.0,120840.9498,327,239360.2084,113890.2626,5258.9961
2032,126,1,422.2825,1782.982,120385.4387,327,238659.751,113654.2786,5250.0337
2033,127,0,0.0,0.0,121109.4688,329,239566.3027,113422.3564,5669.4775
2034,127,0,0.0,0.0,122845.414,333,241481.0804,114023.4766,5247.1899
2035,127,2,813.9648,3436.6378,120758.6966,328,238782.8292,113417.5141,5241.6186
2036,129,0,0.0,0.0,122087.9753,331,240325.5036,113626.0806,5256.4477
2037,130,0,0.0,0.0,123432.184,334,241896.7375,113844.4659,5270.0876
2038,131,0,0.0,0.0,124791.5872,337,243493.991,114076.3457,5281.0581
2039,133,1,461.129,1934.513,123478.2826,335,241992.0561,113348.8832,5829.8903
2040,133,0,0.0,0.0,124401.4556,336,243155.3598,113449.749,5969.1552
2041,133,1,367.1065,1638.1826,124217.9832,334,242862.7838,113605.3647,5704.4358
2042,135,0,0.0,0.0,124842.827,335,243770.966,113477.34,6125.7989
2043,135,0,0.0,0.0,125991.2805,336,245186.561,113830.2904,6039.9901
2044,136,1,325.7433,1514.2358,126526.8639,334,245693.4068,114473.841,5372.7019
2045,136,0,0.0,0.0,127919.0404,337,247380.043,114758.8424,5382.1602
2046,135,1,363.0718,1669.4328,126812.6784,334,246200.8039,114095.7908,5967.3347
2047,134,1,299.5985,1472.3586,126414.1668,333,245775.1292,114037.6697,5993.2926
2048,133,1,432.0983,1869.7835,125395.9296,331,244582.4181,113695.6577,6155.8309
2049,133,0,0.0,0.0,126446.9819,333,245875.2631,113977.0375,6116.2437
2050,133,2,789.9962,3403.7838,124020.5513,326,242917.9065,113413.3437,6149.0115
2051,129,4,1735.6305,7160.8691,118443.5038,312,235835.5897,112331.4284,5705.6574
2052,129,0,0.0,0.0,119345.6099,313,236948.1539,112392.3223,5855.2216
2053,129,0,0.0,0.0,120319.7717,314,238125.8882,112545.1801,5905.9364
2054,129,0,0.0,0.0,121216.6686,315,239219.838,112654.0009,5994.1685
2055,129,0,0.0,0.0,122205.6878,316,240399.2393,112849.4906,5989.0609
2056,132,0,0.0,0.0,123116.3237,317,241529.7708,113008.3284,6065.1187
2057,130,2,791.5103,3398.1709,120721.9694,309,238542.0031,112438.4473,6031.5865
2058,130,0,0.0,0.0,122173.7823,311,240183.5309,112973.5493,5686.1993
2059,128,2,750.3489,3332.5302,120567.5839,306,238024.4273,112837.0681,5259.7753
2060,128,0,0.0,0.0,121158.1772,307,238795.3016,112526.3618,5750.7626
2061,127,1,382.2011,1647.5532,120406.8603,304,237835.1886,112198.8961,5864.4321
2062,125,2,787.8075,3390.5683,118003.983,298,234803.6442,111565.9572,5858.7039
2063,125,0,0.0,0.0,119020.8399,300,235958.3549,111746.9642,5815.5508
2064,124,2,902.262,3705.777,116426.6684,294,232608.0618,111082.2642,5719.1293
2065,122,2,1061.2958,3765.3512,113153.8608,285,228404.9861,109800.679,6060.4464
2066,121,1,335.9485,1521.3815,112851.3913,282,227877.1316,109876.0484,5754.692
2067,121,1,372.9697,1622.3404,111787.9297,279,226550.7934,109363.6768,6004.1868
2068,121,0,0.0,0.0,112821.6271,280,227683.1569,109634.1887,5832.3411
2069,121,1,531.1214,2031.9715,111279.2455,277,225715.8107,108942.4232,6099.142
2070,120,1,372.7053,1666.1598,110791.9346,274,224950.7691,108977.5865,5781.248
2071,122,1,467.0808,1602.6063,110205.9659,269,224018.4973,108731.3944,5691.1369
2072,122,1,345.139,1568.8187,110344.1675,268,223928.9744,109057.9999,5136.8069
2073,121,1,333.5031,1576.5845,109242.4374,265,222619.9698,108358.1302,5624.4022
2074,120,1,377.4658,1663.326,108955.2384,263,222067.7857,108401.7839,5310.7634
2075,121,0,0.0,0.0,110267.5063,266,223497.0032,108689.8478,5144.6491
2076,122,0,0.0,0.0,110805.5038,267,224166.1722,108384.4104,5586.258
2077,123,0,0.0,0.0,111602.2725,268,225102.0771,108401.5042,5713.3004
2078,122,2,938.2908,3776.7216,108734.717,259,221445.3354,107599.6518,5720.9665
2079,120,2,829.2009,3566.808,106491.8372,255,218506.3951,107205.9055,5408.6524
2080,119,2,699.4616,3172.8215,104146.3816,249,215591.3678,106512.9975,5526.9887
2081,116,3,1222.0157,5175.274,99838.3363,240,210173.4089,105364.9285,5550.1442
2082,117,1,346.2161,1578.3798,99000.3783,238,209099.8735,105044.389,5640.1062
2083,118,1,354.5055,1555.083,98236.3819,236,208097.9909,104786.9593,5664.6497
2084,117,1,470.0317,1827.4961,97895.4668,234,207386.4509,104898.1088,5177.8753
2085,115,2,618.3935,2924.8326,95979.9901,229,204969.2533,104383.64,5180.6233
2086,115,0,0.0,0.0,96968.7801,232,206058.4153,104480.1101,5184.525
2087,114,1,319.7429,1504.6738,96345.4238,229,205214.8695,104180.3685,5259.0772
2088,116,0,0.0,0.0,96753.2253,230,205736.1119,103911.7673,5651.1193
2089,113,3,975.7244,4482.6688,93711.7321,220,201819.0166,103499.6568,5172.6277
2090,112,3,1002.067,4512.9207,90053.6393,210,197274.2835,102529.9904,5250.6538
2091,109,3,1274.2006,5111.1308,85766.9039,203,191805.585,101293.9806,5289.7005
2092,109,2,1228.8065,4436.238,81744.2697,195,186649.2676,99863.2929,5586.705
2093,110,0,0.0,0.0,82351.6238,196,187339.9593,99908.7694,5629.5661
2094,110,1,400.1526,1675.3249,81313.656,194,185997.586,99590.3752,5643.5548
2095,110,0,0.0,0.0,82173.9866,196,186946.3543,99832.3566,5490.0111
2096,108,2,645.3641,2899.1463,80356.4811,193,184580.7544,99534.731,5229.5422
2097,107,1,332.5801,1508.5521,79655.7209,193,183632.9797,99282.9766,5229.2822
2098,106,1,377.4392,1597.7235,78407.6792,190,182085.0989,98668.3348,5539.0849
2099,105,2,1120.7697,4199.8325,75145.7558,185,177780.8705,97833.3483,5326.7665
2100,105,0,0.0,0.0,75997.7154,188,178701.3611,98004.8339,5223.8118
2101,105,0,0.0,0.0,76664.9237,190,179438.1745,98012.8283,5285.4225
2102,107,0,0.0,0.0,77491.8112,193,180358.4118,98168.0369,5233.5637
2103,107,0,0.0,0.0,78265.3843,196,181227.3669,98257.9279,5239.0547
2104,106,1,411.8563,1792.1292,76905.1405,194,179552.7462,97696.7383,5480.8674
2105,106,0,0.0,0.0,77490.6903,195,180225.2706,97736.4742,5528.1061
2106,105,1,573.6765,2138.607,76406.8971,195,178652.5808,97543.6053,5227.0784
2107,107,0,0.0,0.0,77079.1788,197,179428.726,97586.0944,5298.4528
2108,108,0,0.0,0.0,77410.2346,198,179875.372,97408.9734,5596.164
2109,107,1,312.6178,1501.0073,76492.1189,196,178756.6651,97182.2789,5617.2673
2110,106,1,510.0823,2022.9909,75015.4425,193,176873.7011,96740.92,5647.3386
2111,107,0,0.0,0.0,76142.9636,196,178109.8948,97241.5588,5260.3724
2112,107,0,0.0,0.0,76588.3216,198,178669.6715,97134.909,5481.4409
2113,108,0,0.0,0.0,76948.5532,199,179153.5644,97045.0037,5700.0075
2114,108,0,0.0,0.0,78122.928,202,180448.4239,97586.6086,5278.8873
2115,108,0,0.0,0.0,78805.9609,204,181255.8921,97647.7497,5342.1816
2116,108,0,0.0,0.0,79649.3917,207,182222.1958,97838.4048,5274.3993
2117,109,0,0.0,0.0,79971.2884,208,182678.4811,97648.1024,5604.0904
2118,111,0,0.0,0.0,81081.1885,211,183942.5758,98123.3528,5293.0344
2119,111,0,0.0,0.0,81885.8454,214,184905.6148,98273.1022,5301.6672
2120,110,1,446.2865,1885.1693,80717.5565,214,183450.3797,97914.4681,5368.355
2121,110,0,0.0,0.0,81583.6479,217,184466.2201,98131.5095,5301.0627
2122,109,1,373.3699,1635.8304,80659.9645,216,183317.9032,97842.3593,5360.5795
2123,110,0,0.0,0.0,81526.5012,219,184334.9841,98064.0275,5294.4554
2124,110,0,0.0,0.0,81856.8665,220,184815.17,97880.7714,5627.532
2125,110,0,0.0,0.0,82993.3625,223,186098.3487,98364.6368,5290.3494
2126,110,0,0.0,0.0,83716.1419,225,186967.9966,98447.6404,5354.2143
2127,111,0,0.0,0.0,84105.5393,226,187513.944,98322.5974,5640.8073
2128,111,0,0.0,0.0,84676.7821,227,188237.9485,98407.4186,5708.7479
2129,111,1,355.4713,1626.8197,84304.1916,227,187672.5172,98641.365,5281.9606
2130,111,0,0.0,0.0,84704.1051,228,188230.5185,98493.5053,5587.9081
2131,111,0,0.0,0.0,85841.7032,231,189521.2879,98955.4392,5279.1454
2132,111,0,0.0,0.0,86591.8586,233,190424.6773,99043.8526,5343.966
2133,113,0,0.0,0.0,87523.7335,236,191531.1722,99293.4749,5278.9639
2134,113,0,0.0,0.0,88290.0735,238,192472.3344,99392.7508,5354.5102
2135,115,0,0.0,0.0,89241.7107,241,193622.8122,99659.5193,5296.5821
2136,114,1,393.7202,1802.4004,88330.0051,240,192516.7127,99456.7847,5299.9229
2137,116,0,0.0,0.0,88789.6115,242,193190.7747,99366.2002,5614.9629
2138,117,0,0.0,0.0,89497.6444,243,194116.6724,99542.1614,5661.8666
2139,116,2,847.0946,3806.493,86899.631,239,190899.5681,99234.1749,5345.7623
2140,117,0,0.0,0.0,87769.4071,242,192001.2746,99449.5883,5367.2792
2141,118,0,0.0,0.0,88553.2248,244,193028.3131,99610.2543,5454.834
2142,118,0,0.0,0.0,89505.9851,247,194222.5026,99906.6401,5399.8774
2143,116,2,736.6939,3502.4012,86804.8821,243,191024.9273,99336.8806,5463.1646
2144,115,1,404.1579,1796.6272,85581.7539,242,189618.2268,98965.1525,5646.3204
2145,115,1,405.9034,1921.9552,84672.5207,240,188523.2616,98966.7063,5459.0346
2146,115,0,0.0,0.0,85590.6197,243,189654.0647,99244.6713,5393.7736
2147,116,0,0.0,0.0,86454.8699,246,190740.851,99467.4763,5398.5047
2148,116,0,0.0,0.0,86817.0447,247,191323.4369,99330.0364,5756.3559
2149,118,0,0.0,0.0,87513.5356,248,192259.6068,99552.6397,5783.4314
2150,118,0,0.0,0.0,88550.3323,250,193524.7471,100003.7145,5560.7003
2151,121,0,0.0,0.0,89664.3268,254,194912.273,100461.0921,5391.854
2152,121,0,0.0,0.0,90573.0469,257,196094.2531,100699.7525,5426.4537
2153,121,0,0.0,0.0,90954.3528,258,196748.53,100574.5042,5824.6731
2154,121,0,0.0,0.0,91641.4252,259,197701.9083,100783.389,5882.0941
2155,122,1,388.189,1782.7639,90504.6751,256,196461.5482,100603.1613,5963.7118
2156,122,1,336.9646,1608.9302,90281.0294,256,196176.8545,101012.5873,5493.2378
2157,122,0,0.0,0.0,90707.7701,257,196883.5897,100934.8212,5850.9984
2158,122,0,0.0,0.0,91363.1265,258,197813.0284,101124.2736,5935.6283
2159,123,0,0.0,0.0,92697.3687,261,199427.4325,101817.1805,5527.8832
2160,123,1,383.235,1814.8483,91724.2724,260,198364.7645,101648.9887,5606.5034
2161,122,1,310.8117,1571.4632,91157.8224,260,197769.882,101686.2473,5535.8123
2162,122,0,0.0,0.0,91984.731,262,198869.0471,101884.9028,5609.4134
2163,123,0,0.0,0.0,92996.1598,265,200160.3635,102237.9203,5541.2834
2164,124,0,0.0,0.0,93948.6615,268,201402.9381,102524.997,5549.2796
2165,124,1,311.4446,1623.121,92773.9695,267,200216.6408,102146.8598,5915.8115
2166,124,1,391.7334,1820.5549,91623.9224,264,198972.282,101961.1979,6007.1618
2167,125,0,0.0,0.0,92364.8301,265,200011.0576,102248.177,6023.0504
2168,125,0,0.0,0.0,93039.7065,266,200980.6538,102481.8348,6084.1125
2169,125,0,0.0,0.0,94468.2704,269,202698.832,103254.954,5600.6076
2170,125,1,431.4716,1884.7325,93036.799,266,201138.0322,102761.0727,5965.1605
2171,125,0,0.0,0.0,94346.1821,269,202735.7457,103408.8307,5605.733
2172,125,0,0.0,0.0,95213.7392,271,203891.0008,103625.6895,5676.5721
2173,124,1,400.1019,1782.8768,94485.2056,270,203045.6389,103588.2409,5592.1924
2174,123,2,682.1635,3303.8325,92055.1753,262,200218.1521,103122.7728,5655.204
2175,123,0,0.0,0.0,92459.0458,263,200887.5538,103029.0395,6014.4685
2176,124,0,0.0,0.0,93426.771,265,202126.8908,103446.5764,5873.5434
2177,124,0,0.0,0.0,94556.5465,267,203527.4777,103921.3676,5669.5636
2178,125,0,0.0,0.0,95615.2976,270,204866.2227,104283.0319,5592.8933
2179,126,0,0.0,0.0,96508.6305,272,206050.2273,104501.6158,5669.981
2180,125,1,312.8971,1583.211,95996.8519,271,205513.8972,104544.5307,5597.5147
2181,126,0,0.0,0.0,96896.9914,273,206704.1746,104763.6139,5673.5693
2182,126,1,307.2591,1563.2478,95811.8647,269,205610.9461,104400.8936,6028.1878
2183,127,0,0.0,0.0,96530.3416,270,206626.4226,104627.1949,6103.8862
2184,128,0,0.0,0.0,97333.8508,271,207735.3759,104933.6143,6107.9107
2185,128,0,0.0,0.0,98803.3187,274,209507.1384,105695.1375,5648.6821
2186,129,0,0.0,0.0,99245.4719,275,210263.9403,105592.4861,6070.9823
2187,129,0,0.0,0.0,99992.6957,276,211318.819,105825.2368,6145.8866
2188,128,1,370.932,1790.4448,98922.5003,274,210179.8066,105684.0413,6213.265
2189,128,0,0.0,0.0,100257.1057,277,211802.2482,106362.6705,5822.472
2190,126,2,778.2927,3808.949,97659.5144,273,208712.6582,106044.5336,5638.6102
2191,126,0,0.0,0.0,98144.0709,274,209466.4389,105942.3683,6009.9997
2192,127,0,0.0,0.0,99545.9207,277,211142.7422,106602.4394,5629.3821
2193,128,0,0.0,0.0,100595.6429,280,212480.8327,106892.2538,5632.936
2194,128,0,0.0,0.0,101558.1183,282,213729.7294,107110.4965,5701.1147
2195,129,0,0.0,0.0,102024.6628,283,214491.3409,107005.0517,6106.6264
2196,128,1,536.243,2213.4971,100577.6034,281,212796.6243,106689.785,6169.2359
2197,128,0,0.0,0.0,101301.2683,282,213796.7272,106903.0071,6232.4519
2198,128,0,0.0,0.0,102085.3777,283,214851.2665,107171.2251,6234.6637
2199,128,0,0.0,0.0,103441.7079,285,216472.3609,107833.3288,5837.3242
2200,129,0,0.0,0.0,103961.3997,286,217267.1572,107784.7818,6165.9757
2201,129,0,0.0,0.0,105587.8946,289,219163.2479,108604.0642,5616.2891
2202,130,0,0.0,0.0,106071.0261,290,219928.3597,108449.5967,6057.7368
2203,130,0,0.0,0.0,106904.486,291,221037.5308,108669.2616,6113.7832
2204,129,3,1027.3877,5321.0436,103195.483,284,216595.4078,108433.8605,5611.0643
2205,130,0,0.0,0.0,104195.5758,286,217882.4702,108644.7696,5692.1248
2206,130,0,0.0,0.0,105206.5402,288,219177.8873,108877.5277,5743.8193
2207,132,0,0.0,0.0,106433.8289,291,220710.3549,109288.5512,5647.9747
2208,132,0,0.0,0.0,107565.6728,294,222147.9836,109585.7702,5656.5406
2209,133,0,0.0,0.0,108071.7261,295,222968.9843,109449.0128,6113.2454
2210,134,0,0.0,0.0,108973.9485,296,224191.2994,109731.1056,6156.2453
2211,134,0,0.0,0.0,109804.598,297,225338.4243,109964.0932,6239.7331
2212,134,0,0.0,0.0,111503.4408,301,227347.136,110822.9878,5690.7074
2213,135,0,0.0,0.0,112586.4629,303,228752.4243,111076.7826,5764.1788
2214,136,0,0.0,0.0,113852.7912,306,230350.2981,111478.4923,5699.0146
2215,136,0,0.0,0.0,114422.0924,307,231249.7994,111358.9992,6148.7077
2216,136,0,0.0,0.0,115237.3337,308,232386.6301,111546.4982,6282.7982
2217,137,1,298.2268,1632.3957,114568.8658,306,231758.1414,111591.0556,6283.22
2218,137,0,0.0,0.0,116092.7608,308,233599.047,112308.8242,5882.462
