pas,valeur
135,474.460821
135,457.938741
135,457.839716
135,451.754212
135,446.628315
135,402.452161
135,421.88505
135,384.033119
135,381.050207
135,394.232141
135,380.513167
135,388.383724
135,366.99845
135,359.381364
135,359.671061
135,358.674081
135,361.935639
135,356.732569
135,348.497518
135,345.771468
135,329.293088
135,327.719897
135,328.010571
135,320.136068
135,326.353466
135,320.773912
135,310.687843
135,314.699693
135,302.697432
135,306.648926
135,287.903878
135,293.50379
135,252.740043
135,269.539674
135,277.238842
135,268.322172
135,271.36222
135,290.724267
135,271.973992
135,274.511339
135,201.353311
135,188.482513
140,804.293589
140,811.750361
140,804.434308
140,843.347519
140,808.454873
140,806.915363
140,812.070542
140,819.904418
140,802.334701
140,817.774852
140,801.752121
140,807.288691
140,811.271457
140,716.913076
140,705.944302
140,702.20032
140,690.700465
140,678.791877
140,613.777464
140,608.084255
140,602.476207
140,599.610172
140,596.701378
140,575.075578
140,514.83731
140,515.231767
140,504.103946
140,542.279712
140,542.611005
140,491.598423
140,493.515036
140,477.447902
140,477.325547
140,471.018512
140,465.686224
140,418.309604
140,441.63283
140,399.098997
140,397.397928
140,414.941073
140,396.681645
140,408.834663
140,383.898321
140,376.19205
140,376.610573
140,379.299565
140,382.90018
140,377.9027
140,369.800761
140,362.102606
140,350.68142
140,349.77815
140,349.934717
140,341.459598
140,343.759666
