step,volume_joules,nb_entites,ratio_destruction
935,213.5216,1,0.501774
936,218.1424,1,1.0
938,217.4799,1,0.504537
939,221.5917,1,1.0
941,214.6031,1,0.25161
942,659.6319,3,0.756557
943,218.6986,1,0.505783
944,221.7293,1,0.508458
945,223.2636,1,0.512985
946,217.9968,1,1.0
948,221.2339,1,0.513961
949,212.069,1,0.503006
950,212.7936,1,0.33571
951,429.7016,2,0.668906
952,219.6657,1,1.0
955,217.4796,1,0.254396
956,657.3694,3,1.0
958,218.7508,1,1.0
961,216.8189,1,0.505464
962,218.3869,1,0.507193
963,218.4079,1,0.342734
964,424.7879,2,1.0
966,216.1932,1,0.338732
967,431.6621,2,1.0
970,212.0891,1,1.0
972,217.6258,1,0.337492
973,442.9564,2,0.676066
974,218.348,1,1.0
977,218.8594,1,1.0
979,645.1418,3,1.0
983,217.359,1,1.0
985,220.0727,1,1.0
988,654.4173,3,0.754553
989,219.9619,1,0.257086
990,653.3968,3,0.508314
991,645.5921,3,0.50427
992,651.2294,3,1.0
994,871.11,4,0.804216
995,218.3136,1,1.0
999,213.0815,1,1.0
