step,n_entities_alive,n_entities_total,n_spawned,extraction_total,interest_paid_total,credit_transactions,auto_invest_total,n_failures,destroyed_assets,redirected_claims,volume_prets_actifs,n_prets_actifs,actif_total_systeme,passif_total_systeme,liquidite_totale,mean_passif,mean_internal_rate
95,56,56,0,979.2997,120.4448,0,818.2693,0,0.0,0.0,4305.6655,69,24765.1921,17972.519,2767.0076,320.9378,0.029289
96,56,56,0,987.3117,120.4448,0,842.1437,0,0.0,0.0,4305.6655,69,25146.6419,18283.8872,2837.0892,326.498,0.029055
97,57,57,1,997.8568,120.4448,2,805.2202,0,0.0,0.0,4492.8475,71,25724.6651,18741.1728,2775.6449,328.7925,0.028969
98,57,57,0,1016.7267,124.6381,0,842.1449,0,0.0,0.0,4492.8475,71,26111.8592,19029.6325,2874.3792,333.8532,0.028759
99,57,57,0,1024.3866,124.6381,0,869.2277,0,0.0,0.0,4492.8475,71,26495.9315,19336.5213,2951.5627,339.2372,0.028544
100,58,58,1,1034.6558,124.6381,2,828.7139,0,0.0,0.0,4698.0054,73,27094.2753,19803.8475,2882.4224,341.4456,0.028454
101,58,58,0,1053.8547,129.0808,0,868.989,0,0.0,0.0,4698.0054,73,27483.989,20087.421,2988.5626,346.3348,0.02826
102,60,60,2,1065.7406,129.0808,1,871.768,0,0.0,0.0,4804.4328,74,28000.7482,20481.6938,3014.6216,341.3616,0.030773
103,60,60,0,1081.9955,131.3565,3,810.698,0,0.0,0.0,5107.81,77,28698.7378,20990.3182,2900.6096,349.8386,0.028119
104,60,60,0,1103.2993,137.8187,0,871.6051,0,0.0,0.0,5107.81,77,29101.2494,21241.2137,3052.2257,354.0202,0.027953
105,60,60,0,1109.8839,137.8187,0,914.4656,0,0.0,0.0,5107.81,77,29499.6547,21527.4429,3164.4018,358.7907,0.027774
106,60,60,0,1117.2232,137.8187,0,945.4385,0,0.0,0.0,5107.81,77,29894.4221,21836.058,3250.554,363.9343,0.027589
107,60,60,0,1125.0171,137.8187,0,968.5683,0,0.0,0.0,5107.81,77,30285.846,22158.5446,3319.4915,369.3091,0.027402
108,60,60,0,1133.0658,137.8187,0,986.51,0,0.0,0.0,5107.81,77,30674.1044,22489.2983,3376.9961,374.8216,0.027216
109,60,60,0,1141.2379,137.8187,0,1001.0065,0,0.0,0.0,5107.81,77,31059.2987,22824.6258,3426.8628,380.4104,0.027031
110,60,60,0,1149.4481,137.8187,0,1013.2021,0,0.0,0.0,5107.81,77,31441.4817,23162.0891,3471.5826,386.0348,0.02685
111,61,61,1,1159.8774,137.8187,2,958.344,0,0.0,0.0,5326.9429,79,32051.8002,23658.7034,3371.1539,387.8476,0.026798
112,63,63,2,1183.9387,142.1924,2,933.1543,0,0.0,0.0,5540.9162,81,32677.5992,24115.2198,3336.4632,382.7813,0.0273
113,63,63,0,1206.6921,146.4509,3,878.323,0,0.0,0.0,5878.524,84,33417.0294,24617.144,3236.3614,390.7483,0.026646
114,64,64,1,1225.6847,153.1676,2,887.0788,0,0.0,0.0,6098.545,86,34054.2299,25000.1794,3275.5055,390.6278,0.02664
115,64,64,0,1242.8334,157.5301,2,895.5976,0,0.0,0.0,6317.2669,88,34685.0132,25374.0936,3313.6526,396.4702,0.026343
116,65,65,1,1255.9596,161.878,3,901.3712,0,0.0,0.0,6557.6014,91,35348.0922,25769.1765,3346.3143,396.4489,0.026325
117,65,65,0,1273.5623,166.6815,0,983.1559,0,0.0,0.0,6557.6014,91,35765.9316,25989.0071,3544.3231,399.8309,0.026207
118,67,67,2,1283.553,166.6815,6,852.3311,0,0.0,0.0,7182.4794,97,36827.4848,26706.2959,3273.7095,398.6014,0.026179
119,67,67,0,1317.5442,179.1628,0,961.1012,0,0.0,0.0,7182.4794,97,37262.065,26876.2583,3538.3274,401.1382,0.026082
120,67,67,0,1321.9904,179.1628,0,1037.7331,0,0.0,0.0,7182.4794,97,37690.6113,27117.7536,3725.3783,404.7426,0.025965
