K_receveuse,K_donneuse,principal,surplus,partage
50.0,1424.943396226415,687.4716981132075,9.493370040580366,1.1004929750587653
50.0,1439.7169811320755,694.8584905660377,9.569521055464804,1.103417084585752
50.0,1454.4905660377358,702.2452830188679,9.645328844828754,1.106320794870728
50.0,1469.264150943396,709.632075471698,9.720797948675013,1.1092044500104488
50.0,1484.0377358490566,717.0188679245283,9.795932809398735,1.1120683848961788
50.0,1498.811320754717,724.4056603773585,9.870737774639409,1.1149129255498818
50.0,1513.5849056603772,731.7924528301886,9.945217100029694,1.117738389444893
50.0,1528.3584905660377,739.1792452830189,10.019374951845244,1.1205450858119508
50.0,1543.132075471698,746.566037735849,10.09321540955979,1.123333315931377
50.0,1557.9056603773583,753.9528301886792,10.16674246830938,1.1261033734121775
50.0,1572.6792452830189,761.3396226415094,10.239960041269619,1.128855544458757
50.0,1587.4528301886792,768.7264150943396,10.312871961949462,1.131590108125912
50.0,1602.2264150943395,776.1132075471697,10.385481986405004,1.1343073365627327
50.0,1617.0,783.5,10.457793795376524,1.1370074952459812
50.0,1631.7735849056603,790.8867924528302,10.529810996351998,1.1396908432035027
50.0,1646.5471698113206,798.2735849056603,10.601537125559908,1.142357633228184
50.0,1661.3207547169811,805.6603773584906,10.67297564989439,1.1450081120829305
50.0,1676.0943396226414,813.0471698113207,10.74412996877524,1.1476425206971341
50.0,1690.8679245283017,820.4339622641509,10.815003415945583,1.1502610943550362
50.0,1705.6415094339623,827.8207547169811,10.88559926120945,1.1528640628764102
50.0,1720.4150943396226,835.2075471698113,10.955920712111855,1.1554516507899273
50.0,1735.1886792452829,842.5943396226414,11.02597091556347,1.1580240774995667
50.0,1749.9622641509434,849.9811320754717,11.095752959412174,1.1605815574444087
50.0,1764.7358490566037,857.3679245283018,11.165269873963403,1.1631243002521283
50.0,1779.509433962264,864.754716981132,11.234524633451464,1.1656525108864828
50.0,1794.2830188679245,872.1415094339623,11.303520157463524,1.1681663897890855
50.0,1809.0566037735848,879.5283018867924,11.372259312318128,1.1706661330157275
50.0,1823.830188679245,886.9150943396226,11.440744912400127,1.1731519323675004
50.0,1838.6037735849056,894.3018867924528,11.508979721453336,1.1756239755169613
